ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Nivel_gravedad,Categoria,Frecuencia_similar,Personas_afectadas,Fecha
1118,Sofía,71.0,M,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-03-06,1,0,1,GRAVE,Medio Ambiente,1,1,2024-03-06
1119,Camilo,45.0,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-11-13,1,0,0,LEVE,Salud,1,1,2023-11-13
1120,Juan,43.0,Otro,Barranquilla,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-05-28,1,0,0,GRAVE,Medio Ambiente,1,1,2024-05-28
1121,Ana,45.0,Otro,Bogotá,falta agua potable en varias casas.,Salud,No urgente,2024-06-30,0,1,0,LEVE,Salud,1,1,2024-06-30
1122,Valentina,61.0,F,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-07-08,1,1,1,LEVE,Educación,1,1,2024-07-08
1123,Pedro,53.0,Otro,Bogotá,faltan médicos en el centro de salud.,Salud,No urgente,2024-08-06,0,0,0,LEVE,Salud,1,1,2024-08-06
1124,Carlos,47.0,M,Manizales,no hay suficientes escuelas públicas.,Educación,Urgente,2023-02-24,1,1,0,GRAVE,Educación,1,1,2023-02-24
1125,Ana,38.0,Otro,Barranquilla,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-05-21,0,0,0,LEVE,Seguridad,1,1,2024-05-21
1126,Ana,19.0,Otro,Barranquilla,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-06-20,1,0,0,GRAVE,Medio Ambiente,1,1,2024-06-20
1127,Sofía,61.0,M,Cali,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-08-06,0,1,1,LEVE,Educación,1,1,2024-08-06
1128,Sofía,19.0,Otro,Pereira,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-12-02,0,0,0,GRAVE,Seguridad,1,1,2023-12-02
1129,Camilo,26.0,M,Medellín,las basuras no se recogen a tiempo.,Educación,Urgente,2024-09-20,1,1,1,GRAVE,Educación,1,1,2024-09-20
1130,Ana,30.0,F,Manizales,queremos más presencia policial.,Seguridad,No urgente,2024-02-05,0,1,0,LEVE,Seguridad,1,1,2024-02-05
1131,Valentina,28.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-09-03,0,0,0,GRAVE,Medio Ambiente,1,1,2024-09-03
1132,Ana,62.0,M,Barranquilla,las basuras no se recogen a tiempo.,Salud,Urgente,2024-11-19,0,1,1,GRAVE,Salud,1,1,2024-11-19
1133,Carlos,61.0,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-09-08,1,0,0,GRAVE,Seguridad,1,1,2024-09-08
1134,Jorge,35.0,F,Barranquilla,no hay suficientes escuelas públicas.,Educación,Urgente,2024-08-28,1,0,1,GRAVE,Educación,1,1,2024-08-28
1135,Juan,77.0,Otro,Bucaramanga,queremos más presencia policial.,Seguridad,Urgente,2023-05-20,1,1,0,GRAVE,Seguridad,1,1,2023-05-20
1136,Camilo,75.0,Otro,Barranquilla,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-08-02,1,1,0,LEVE,Seguridad,1,1,2024-08-02
1137,Juan,34.0,M,Cali,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-01-21,0,1,1,LEVE,Seguridad,1,1,2023-01-21
1138,Pedro,74.0,M,Pereira,queremos más presencia policial.,Medio Ambiente,No urgente,2023-08-22,1,0,0,LEVE,Medio Ambiente,1,1,2023-08-22
1139,Juan,32.0,M,Medellín,queremos más presencia policial.,Salud,Urgente,2023-05-08,0,1,0,GRAVE,Salud,1,1,2023-05-08
1140,Juan,45.0,Otro,Medellín,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-05-20,0,0,1,LEVE,Medio Ambiente,1,1,2024-05-20
1141,Pedro,20.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-07-19,0,0,0,GRAVE,Seguridad,1,1,2024-07-19
1142,Camilo,54.0,F,Santa Marta,,Educación,Urgente,2023-09-04,1,1,1,GRAVE,Educación,1,1,2023-09-04
1143,Carlos,64.0,F,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-03-30,0,0,1,GRAVE,Seguridad,1,1,2023-03-30
1144,Camilo,62.0,Otro,Bucaramanga,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-04-05,0,1,0,GRAVE,Seguridad,1,1,2023-04-05
1145,Sofía,39.0,Otro,Barranquilla,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-10-05,0,1,1,GRAVE,Educación,1,1,2024-10-05
1146,Valentina,23.0,Otro,Bogotá,falta agua potable en varias casas.,Salud,Urgente,2023-07-19,1,0,0,GRAVE,Salud,1,1,2023-07-19
1147,Sofía,23.0,M,Pereira,las basuras no se recogen a tiempo.,Educación,Urgente,2023-12-05,0,1,0,GRAVE,Educación,1,1,2023-12-05
1148,Laura,49.0,M,Pereira,,Educación,Urgente,2023-09-17,0,1,1,GRAVE,Educación,1,1,2023-09-17
1149,Sofía,17.0,M,Bucaramanga,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-03-04,1,1,1,LEVE,Seguridad,1,1,2024-03-04
1150,Carlos,32.0,M,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-02-11,0,0,1,LEVE,Medio Ambiente,1,1,2023-02-11
1151,Sofía,,Otro,Cartagena,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-07-22,1,0,1,GRAVE,Medio Ambiente,1,1,2023-07-22
1152,Laura,,M,Pereira,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-04-20,1,0,1,GRAVE,Educación,1,1,2024-04-20
1153,Carlos,80.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-06-11,1,1,1,GRAVE,Medio Ambiente,1,1,2024-06-11
1154,Pedro,,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-11-18,0,0,1,GRAVE,Seguridad,1,1,2024-11-18
1155,Camilo,16.0,F,Cartagena,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-05-02,1,1,1,LEVE,Educación,1,1,2023-05-02
1156,Camilo,,F,Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-02-18,1,1,1,GRAVE,Seguridad,1,1,2023-02-18
1157,Sofía,23.0,,Santa Marta,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-05-01,0,1,0,LEVE,Salud,1,1,2024-05-01
1158,Juan,19.0,M,Manizales,falta agua potable en varias casas.,Educación,Urgente,2023-04-03,0,0,1,GRAVE,Educación,1,1,2023-04-03
1159,Sofía,64.0,M,Medellín,falta agua potable en varias casas.,Salud,No urgente,2024-04-14,1,0,1,LEVE,Salud,1,1,2024-04-14
1160,Valentina,32.0,Otro,Cúcuta,la contaminación del río está aumentando.,Salud,No urgente,2024-05-13,0,1,0,LEVE,Salud,1,1,2024-05-13
1161,Laura,,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-03-15,0,0,1,LEVE,Seguridad,1,1,2023-03-15
1162,Valentina,76.0,Otro,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-09-18,1,0,1,GRAVE,Medio Ambiente,1,1,2023-09-18
1163,Sofía,32.0,,Barranquilla,no hay suficientes escuelas públicas.,Salud,Urgente,2023-09-27,0,1,0,GRAVE,Salud,1,1,2023-09-27
1164,Juan,50.0,M,Barranquilla,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-11-30,0,1,1,GRAVE,Salud,1,1,2024-11-30
1165,Jorge,67.0,M,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,2024-06-11,1,0,0,GRAVE,Seguridad,1,1,2024-06-11
1166,Pedro,53.0,Otro,Cartagena,,Medio Ambiente,No urgente,2023-03-05,0,0,1,LEVE,Medio Ambiente,1,1,2023-03-05
1167,María,25.0,F,Bogotá,falta agua potable en varias casas.,Salud,No urgente,2023-11-15,1,1,0,LEVE,Salud,1,1,2023-11-15
1168,Ana,74.0,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2024-05-13,1,1,1,LEVE,Seguridad,1,1,2024-05-13
1169,Sofía,37.0,F,Santa Marta,la contaminación del río está aumentando.,Seguridad,No urgente,2023-10-08,1,1,1,LEVE,Seguridad,1,1,2023-10-08
1170,Camilo,75.0,Otro,Pereira,falta agua potable en varias casas.,Educación,Urgente,2024-04-08,1,0,1,GRAVE,Educación,1,1,2024-04-08
1171,Juan,65.0,Otro,Medellín,falta agua potable en varias casas.,Educación,Urgente,2023-09-20,1,0,1,GRAVE,Educación,1,1,2023-09-20
1172,Juan,31.0,M,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-10-18,0,0,1,LEVE,Medio Ambiente,1,1,2024-10-18
1173,Carlos,17.0,M,Bucaramanga,hay problemas con la recolección de basura.,Educación,No urgente,2023-02-02,1,1,1,LEVE,Educación,1,1,2023-02-02
1174,María,35.0,F,Santa Marta,queremos más presencia policial.,Medio Ambiente,Urgente,2023-11-19,1,1,0,GRAVE,Medio Ambiente,1,1,2023-11-19
1175,Camilo,53.0,M,Cali,queremos más presencia policial.,Seguridad,Urgente,2023-03-17,1,0,1,GRAVE,Seguridad,1,1,2023-03-17
1176,María,25.0,F,Barranquilla,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-10-24,1,0,0,LEVE,Medio Ambiente,1,1,2024-10-24
1177,María,35.0,M,Santa Marta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-09-01,1,0,1,LEVE,Medio Ambiente,1,1,2024-09-01
1178,Ana,17.0,M,Cúcuta,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-01-07,0,0,1,GRAVE,Seguridad,1,1,2023-01-07
1179,Laura,70.0,M,Cali,faltan médicos en el centro de salud.,Educación,Urgente,2024-06-23,1,1,1,GRAVE,Educación,1,1,2024-06-23
1180,Laura,27.0,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2023-05-19,1,0,1,GRAVE,Educación,1,1,2023-05-19
1181,María,35.0,Otro,Pereira,queremos más presencia policial.,Educación,Urgente,2024-03-24,0,1,1,GRAVE,Educación,1,1,2024-03-24
1182,Camilo,22.0,F,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-09-28,1,0,0,GRAVE,Seguridad,1,1,2024-09-28
1183,Carlos,26.0,M,Santa Marta,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-07-04,1,0,0,GRAVE,Seguridad,1,1,2024-07-04
1184,Pedro,78.0,M,Barranquilla,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-06-06,1,0,0,GRAVE,Seguridad,1,1,2024-06-06
1185,Pedro,57.0,F,Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-03-06,0,0,1,GRAVE,Seguridad,1,1,2023-03-06
1186,Pedro,56.0,Otro,Cali,la contaminación del río está aumentando.,Educación,Urgente,2023-07-20,0,0,1,GRAVE,Educación,1,1,2023-07-20
1187,Carlos,33.0,M,Manizales,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-08-22,0,0,1,GRAVE,Seguridad,1,1,2023-08-22
1188,Jorge,51.0,F,Manizales,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-07-15,1,1,0,LEVE,Educación,1,1,2024-07-15
1189,Carlos,65.0,F,Santa Marta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-07-19,1,0,0,GRAVE,Medio Ambiente,1,1,2023-07-19
1190,Camilo,41.0,Otro,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,2023-06-29,1,1,1,LEVE,Salud,1,1,2023-06-29
1191,Sofía,31.0,Otro,Bucaramanga,,Salud,Urgente,2024-04-01,0,1,0,GRAVE,Salud,1,1,2024-04-01
1192,Laura,,M,Manizales,faltan médicos en el centro de salud.,Seguridad,Urgente,2023-02-04,1,1,1,GRAVE,Seguridad,1,1,2023-02-04
1193,Pedro,76.0,M,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,2024-11-25,1,0,0,GRAVE,Educación,1,1,2024-11-25
1194,Valentina,77.0,F,Medellín,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-09-17,1,1,1,GRAVE,Medio Ambiente,1,1,2023-09-17
1195,Pedro,,F,Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-09-22,0,0,1,LEVE,Seguridad,1,1,2023-09-22
1196,Ana,43.0,F,Cartagena,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-12-13,0,1,1,LEVE,Educación,1,1,2023-12-13
1197,Juan,49.0,F,Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-01-09,0,1,0,GRAVE,Medio Ambiente,1,1,2023-01-09
1198,María,68.0,Otro,Pereira,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-06-05,1,1,0,LEVE,Educación,1,1,2024-06-05
1199,María,36.0,Otro,Barranquilla,queremos más presencia policial.,Medio Ambiente,Urgente,2023-11-18,0,0,0,GRAVE,Medio Ambiente,1,1,2023-11-18
1200,Ana,57.0,F,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,2024-09-02,1,1,1,GRAVE,Seguridad,1,1,2024-09-02
1201,Sofía,64.0,,Cali,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-09-26,1,0,0,LEVE,Seguridad,1,1,2023-09-26
1202,Carlos,22.0,Otro,Santa Marta,,Medio Ambiente,No urgente,2024-05-29,0,0,1,LEVE,Medio Ambiente,1,1,2024-05-29
1203,María,67.0,,Cali,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-03-05,1,0,0,GRAVE,Educación,1,1,2024-03-05
1204,Camilo,20.0,M,Pereira,,Medio Ambiente,No urgente,2023-10-19,0,1,0,LEVE,Medio Ambiente,1,1,2023-10-19
1205,Carlos,71.0,,Medellín,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-11-25,1,0,0,LEVE,Seguridad,1,1,2024-11-25
1206,Camilo,73.0,,Barranquilla,falta agua potable en varias casas.,Seguridad,Urgente,2023-10-19,0,1,0,GRAVE,Seguridad,1,1,2023-10-19
1207,Pedro,77.0,Otro,Bogotá,la contaminación del río está aumentando.,Seguridad,No urgente,2024-02-01,0,1,0,LEVE,Seguridad,1,1,2024-02-01
1208,Sofía,64.0,M,Medellín,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-09-15,0,0,0,GRAVE,Seguridad,1,1,2023-09-15
1209,Camilo,40.0,F,Pereira,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-04-04,0,0,1,LEVE,Educación,1,1,2024-04-04
1210,Juan,28.0,Otro,Cali,las basuras no se recogen a tiempo.,Educación,No urgente,2024-07-14,1,1,0,LEVE,Educación,1,1,2024-07-14
1211,Camilo,49.0,F,Pereira,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-02-07,0,0,0,LEVE,Medio Ambiente,1,1,2024-02-07
1212,Ana,49.0,F,Santa Marta,queremos más presencia policial.,Seguridad,Urgente,2024-02-07,0,1,1,GRAVE,Seguridad,1,1,2024-02-07
1213,Pedro,26.0,M,Bucaramanga,,Salud,No urgente,2024-08-26,1,0,0,LEVE,Salud,1,1,2024-08-26
1214,Laura,23.0,Otro,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,2024-05-09,0,0,0,LEVE,Educación,1,1,2024-05-09
1215,Camilo,45.0,Otro,Bogotá,hay problemas con la recolección de basura.,Salud,Urgente,2024-10-23,0,0,0,GRAVE,Salud,1,1,2024-10-23
1216,Sofía,73.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-05-08,0,0,0,LEVE,Educación,1,1,2024-05-08
1217,Juan,46.0,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-12-18,0,1,0,LEVE,Salud,1,1,2023-12-18
1218,María,56.0,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-01-17,1,1,1,LEVE,Salud,1,1,2024-01-17
1219,Ana,24.0,M,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-06-07,0,0,0,LEVE,Seguridad,1,1,2024-06-07
1220,Carlos,,M,Medellín,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-10-01,0,1,1,LEVE,Seguridad,1,1,2024-10-01
1221,Ana,37.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-03-10,1,1,1,LEVE,Educación,1,1,2023-03-10
1222,Pedro,50.0,,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-04-24,0,1,1,GRAVE,Medio Ambiente,1,1,2024-04-24
1223,Jorge,76.0,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,Urgente,2023-08-06,1,0,1,GRAVE,Seguridad,1,1,2023-08-06
1224,Juan,,F,Barranquilla,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-08-13,0,0,0,GRAVE,Medio Ambiente,1,1,2024-08-13
1225,Juan,31.0,Otro,Medellín,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-08-07,1,0,1,LEVE,Seguridad,1,1,2024-08-07
1226,Juan,77.0,M,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,2023-08-23,0,1,0,LEVE,Salud,1,1,2023-08-23
1227,Pedro,24.0,Otro,Manizales,queremos más presencia policial.,Seguridad,Urgente,2023-05-03,0,1,0,GRAVE,Seguridad,1,1,2023-05-03
1228,Sofía,27.0,M,Barranquilla,queremos más presencia policial.,Medio Ambiente,Urgente,2024-05-10,1,1,1,GRAVE,Medio Ambiente,1,1,2024-05-10
1229,Pedro,51.0,F,Manizales,,Educación,Urgente,2024-03-05,0,0,1,GRAVE,Educación,1,1,2024-03-05
1230,Laura,40.0,M,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-08-13,0,0,1,GRAVE,Medio Ambiente,1,1,2024-08-13
1231,Sofía,21.0,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-12-14,1,1,0,LEVE,Seguridad,1,1,2023-12-14
1232,Ana,56.0,M,Cartagena,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-08-16,1,0,0,LEVE,Seguridad,1,1,2023-08-16
1233,Ana,20.0,F,Cali,la contaminación del río está aumentando.,Seguridad,No urgente,2023-04-10,1,1,0,LEVE,Seguridad,1,1,2023-04-10
1234,Carlos,79.0,M,Cali,la contaminación del río está aumentando.,Salud,No urgente,2024-07-26,1,1,1,LEVE,Salud,1,1,2024-07-26
1235,Valentina,43.0,Otro,Santa Marta,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-04-27,0,0,1,LEVE,Educación,1,1,2024-04-27
1236,Jorge,74.0,F,Medellín,las basuras no se recogen a tiempo.,Salud,No urgente,2024-03-22,0,0,1,LEVE,Salud,1,1,2024-03-22
1237,Valentina,38.0,M,Medellín,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-07-01,0,0,0,LEVE,Salud,1,1,2024-07-01
1238,María,64.0,M,Medellín,las basuras no se recogen a tiempo.,Educación,Urgente,2024-06-06,1,1,0,GRAVE,Educación,1,1,2024-06-06
1239,María,62.0,,Cartagena,queremos más presencia policial.,Seguridad,No urgente,2023-05-22,0,1,1,LEVE,Seguridad,1,1,2023-05-22
1240,Camilo,34.0,,Medellín,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-07-04,1,0,0,GRAVE,Seguridad,1,1,2024-07-04
1241,Laura,,Otro,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-08-26,1,1,0,LEVE,Medio Ambiente,1,1,2024-08-26
1242,Laura,63.0,F,Bogotá,queremos más presencia policial.,Educación,Urgente,2024-07-13,0,1,0,GRAVE,Educación,1,1,2024-07-13
1243,Sofía,,Otro,Pereira,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-04-10,0,0,0,GRAVE,Salud,1,1,2024-04-10
1244,Pedro,69.0,F,Pereira,las calles están muy oscuras y peligrosas.,Salud,Urgente,2024-05-23,1,1,1,GRAVE,Salud,1,1,2024-05-23
1245,Valentina,15.0,M,Bucaramanga,falta agua potable en varias casas.,Salud,Urgente,2024-04-26,1,1,0,GRAVE,Salud,1,1,2024-04-26
1246,Valentina,60.0,Otro,Cali,las basuras no se recogen a tiempo.,Salud,No urgente,2024-08-24,0,0,0,LEVE,Salud,1,1,2024-08-24
1247,Jorge,22.0,F,Barranquilla,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-09-24,0,1,0,GRAVE,Seguridad,1,1,2024-09-24
1248,Valentina,35.0,,Bucaramanga,falta agua potable en varias casas.,Seguridad,No urgente,2024-03-09,1,0,0,LEVE,Seguridad,1,1,2024-03-09
1249,Jorge,69.0,,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-05-14,1,1,0,GRAVE,Medio Ambiente,1,1,2024-05-14
1250,Jorge,15.0,Otro,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-09-20,1,0,0,LEVE,Medio Ambiente,1,1,2024-09-20
1251,María,32.0,M,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-09-15,0,1,0,GRAVE,Medio Ambiente,1,1,2023-09-15
1252,María,,M,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,2024-03-25,1,1,0,GRAVE,Salud,1,1,2024-03-25
1253,Sofía,29.0,Otro,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,2024-07-10,1,1,1,GRAVE,Salud,1,1,2024-07-10
1254,María,62.0,M,Manizales,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-05-23,1,0,0,LEVE,Medio Ambiente,1,1,2023-05-23
1255,Juan,63.0,F,Cartagena,no hay suficientes escuelas públicas.,Salud,Urgente,2024-07-31,1,1,1,GRAVE,Salud,1,1,2024-07-31
1256,Jorge,73.0,F,Cali,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-07-26,1,0,0,LEVE,Medio Ambiente,1,1,2024-07-26
1257,Laura,56.0,Otro,Cali,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-05-15,0,0,1,GRAVE,Seguridad,1,1,2023-05-15
1258,Sofía,54.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-10-15,0,0,0,LEVE,Seguridad,1,1,2023-10-15
1259,Valentina,47.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-08-14,0,1,1,GRAVE,Educación,1,1,2023-08-14
1260,Camilo,,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-11-23,1,1,0,LEVE,Seguridad,1,1,2023-11-23
1261,María,34.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-05-11,1,1,1,GRAVE,Medio Ambiente,1,1,2024-05-11
1262,María,50.0,M,Cartagena,queremos más presencia policial.,Educación,No urgente,2023-02-25,1,0,0,LEVE,Educación,1,1,2023-02-25
1263,Valentina,31.0,F,Santa Marta,faltan médicos en el centro de salud.,Salud,Urgente,2024-08-09,0,1,1,GRAVE,Salud,1,1,2024-08-09
1264,Pedro,39.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-05-20,1,0,0,LEVE,Educación,1,1,2024-05-20
1265,Sofía,51.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-09-05,0,1,0,LEVE,Seguridad,1,1,2023-09-05
1266,Juan,23.0,M,Cúcuta,la contaminación del río está aumentando.,Seguridad,Urgente,2023-12-06,0,1,0,GRAVE,Seguridad,1,1,2023-12-06
1267,Carlos,33.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2024-02-05,1,0,1,LEVE,Seguridad,1,1,2024-02-05
1268,Pedro,48.0,F,Bogotá,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-08-07,0,0,1,LEVE,Seguridad,1,1,2024-08-07
1269,Valentina,78.0,M,Manizales,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-04-10,1,0,0,LEVE,Seguridad,1,1,2023-04-10
1270,Carlos,52.0,M,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-07-16,1,1,1,LEVE,Medio Ambiente,1,1,2023-07-16
1271,Ana,28.0,Otro,Bucaramanga,,Salud,No urgente,2023-08-23,1,1,0,LEVE,Salud,1,1,2023-08-23
1272,Jorge,,F,Cartagena,,Seguridad,Urgente,2024-03-19,0,1,1,GRAVE,Seguridad,1,1,2024-03-19
1273,Sofía,70.0,F,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-03-30,1,0,1,LEVE,Seguridad,1,1,2023-03-30
1274,Pedro,,M,Bucaramanga,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-12-16,0,0,1,GRAVE,Medio Ambiente,1,1,2023-12-16
1275,Sofía,70.0,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-02-05,1,1,0,GRAVE,Medio Ambiente,1,1,2024-02-05
1276,Valentina,59.0,Otro,Bucaramanga,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2023-06-29,1,0,0,LEVE,Medio Ambiente,1,1,2023-06-29
1277,Juan,71.0,M,Manizales,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-10-04,0,0,0,LEVE,Seguridad,1,1,2024-10-04
